file,line,property,text,category,context
scripts/ui/components/EnergyDieIconPreview.gd,159,script_assignment,×,review,"count_label.text = ""×"" + str(count)"
scripts/ui/components/EnergyDieIconPreview.gd,170,script_assignment,+,review,"plus_label.text = ""+"""
scripts/ui/components/MoveCoverageCard.gd,17,script_assignment,Requires: ,review,"_cost_label.text = ""Requires: "" + _format_required_energy(result.required_energy)"
scripts/ui/components/MoveCoverageCard.gd,18,script_assignment,%.1f%% success,review,"_probability_label.text = ""%.1f%% success"" % (float(result.success_probability) * 100.0)"
scripts/ui/components/MoveActionEditorRow.gd,59,script_assignment,Action,review,"label.text = ""Action"""
scripts/ui/components/MoveActionEditorRow.gd,72,script_assignment,Remove,review,"remove_button.text = ""Remove"""
scripts/ui/components/MoveActionEditorRow.gd,101,script_assignment,Then Actions,review,"then_title.text = ""Then Actions"""
scripts/ui/components/MoveActionEditorRow.gd,108,script_assignment,+ Add Then Action,review,"add_then_button.text = ""+ Add Then Action"""
scripts/ui/components/MoveActionEditorRow.gd,124,script_assignment,Else Actions,review,"else_title.text = ""Else Actions"""
scripts/ui/components/MoveActionEditorRow.gd,131,script_assignment,+ Add Else Action,review,"add_else_button.text = ""+ Add Else Action"""
scripts/ui/components/EnergyPalette.gd,75,script_assignment,Close,review,"cancel_button.text = ""Close"""
scripts/ui/components/EnergyDiceIconSummary.gd,20,script_assignment,Enerkoro setup unavailable.,review,"missing.text = ""Enerkoro setup unavailable."""
scripts/ui/components/KyokoroTriggerRow.gd,20,script_assignment,No Charakoro trigger,review,"none_label.text = ""No Charakoro trigger"""
scripts/ui/components/MoveEnergyCostEditorRow.gd,84,script_assignment,Count,review,"count_label.text = ""Count"""
scripts/ui/components/MoveEnergyCostEditorRow.gd,102,script_assignment,↑,review,"up_button.text = ""↑"""
scripts/ui/components/MoveEnergyCostEditorRow.gd,103,script_assignment,Move this Energy Cost up.,review,"up_button.tooltip_text = ""Move this Energy Cost up."""
scripts/ui/components/MoveEnergyCostEditorRow.gd,108,script_assignment,↓,review,"down_button.text = ""↓"""
scripts/ui/components/MoveEnergyCostEditorRow.gd,109,script_assignment,Move this Energy Cost down.,review,"down_button.tooltip_text = ""Move this Energy Cost down."""
scripts/ui/components/MoveEnergyCostEditorRow.gd,114,script_assignment,Remove,review,"remove_button.text = ""Remove"""
scripts/ui/components/PlakoroMoveButton.gd,142,script_assignment,✓ Success ,review,"_availability_label.text = ""✓ Success "" + coverage_text"
scripts/ui/components/PlakoroMoveButton.gd,157,script_assignment,✓ Available • Success ,review,"_availability_label.text = ""✓ Available • Success "" + coverage_text"
scripts/ui/components/EnergyDieEditorPanel.gd,60,script_assignment,Enerkoro ,review,"title.text = ""Enerkoro "" + str(die_index + 1)"
scripts/ui/components/EnergyCostChip.gd,42,script_assignment,×,review,"count_label.text = ""×"" + str(count)"
scripts/ui/components/EnergyFaceButton.gd,203,script_assignment,+,review,"plus_label.text = ""+"""
scripts/ui/components/MoveEnergyCostRow.gd,54,script_assignment,None,review,"none_label.text = ""None"""
